Asset,Return,Sharpe,Sortino,MaxDD,WinRate,OOS_AUC,SharpeSig,SharpePval,SharpeCI_L,SharpeCI_U
AUDUSD,0.08129703816462919,3.531200278828978,15.962751365767907,-0.0023652305787018497,0.8870967741935484,0.5436354425716128,True,0.0,2.837037973953726,4.219305399184905
GBPUSD,0.09683329907149751,4.6169535972992195,15.761873255138054,-0.001784073647406082,0.9212410501193318,0.48413362429595386,True,0.0,3.9750514504027623,5.2467262278388365
USA500.IDXUSD,0.08352386334157913,3.9417786062299327,6.046452204234515,-0.0018308914329849633,0.9340909090909091,0.49259960354504495,True,0.0,3.2946815191700534,4.548816249906877
XAUUSD,0.07923636369222686,3.558319539853878,21.41342276673241,-0.0018197866454199405,0.9180722891566265,0.5106027671692372,True,0.0,2.8960415460386355,4.161965350055881
BTCUSD,0.04365307480038316,1.823819210231667,1.4279757693334514,-0.0032519305672292086,0.7626728110599078,0.5214826377298714,True,0.0,1.0483506401438245,2.5325425743930396
USATECH.IDXUSD,0.06962294732675756,3.5439437070488995,3.956571400509777,-0.002491973363346335,0.9354838709677419,0.5201433289242515,True,0.0,2.8560594141674014,4.178810205795303
EURUSD,0.13632208617222474,5.3422551348857,18.929358976867196,-0.0016267814366314661,0.9298597194388778,0.48409939672507896,True,0.0,4.763462026380456,5.894314215051387
DIESEL,0.022087673369602046,1.7374418249372872,1.3854950578327807,-0.003872699762552967,0.8415300546448088,0.505916250661826,True,0.0,0.8093153688615893,2.5938481383628402
USTBOND,0.08173777755623757,3.637164002166502,17.862888728152928,-0.005018569189698758,0.899343544857768,0.5030664656058977,True,0.0,2.9485815789723664,4.295763842060619
